관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,위도,경도,데이터기준일자
부산광역시 부산진구청,만리산로130번길 1,범천4동 1223-10,다목적,1,200,360도 전방면,30,,051-605-6321,35.14922857,129.0500493,2021-10-08
부산광역시 부산진구청,엄광로328,가야동 8-10,다목적,1,200,360도 전방면,30,,051-605-6321,35.15419179,129.0443145,2021-10-08
부산광역시 부산진구청,신암로 56,범천2동 1252-70,다목적,1,200,360도 전방면,30,,051-605-6321,35.14711075,129.0554775,2021-10-08
부산광역시 부산진구청,신암로39번길 38,범천2동 1287-65,다목적,1,200,360도 전방면,30,,051-605-6321,35.1450469,129.0543197,2021-10-08
부산광역시 부산진구청,성지로104번길 26,초읍동 26,다목적,1,200,360도 전방면,30,,051-605-6321,35.18839986,129.0336188,2021-10-08
부산광역시 부산진구청,양지로14번길 14,양정1동 364-17,다목적,1,200,360도 전방면,30,,051-605-6321,35.18839986,129.0687244,2021-10-08
부산광역시 부산진구청,골드테마길23,범천1동 727-7,다목적,1,200,360도 전방면,30,,051-605-6321,35.14272377,129.0599399,2021-10-08
부산광역시 부산진구청,전포대로255번길 38,전포2동 655,다목적,1,200,360도 전방면,30,,051-605-6321,35.15956006,129.0633887,2021-10-08
부산광역시 부산진구청,서전로68번길 43-1,전포1동 188-10,다목적,1,200,360도 전방면,30,,051-605-6321,35.15592095,129.0675235,2021-10-08
부산광역시 부산진구청,경마장로1,부전1동 63-3,다목적,1,200,360도 전방면,30,,051-605-6321,35.1685854,129.0632173,2021-10-08
부산광역시 부산진구청,신암로56,범천2동,다목적,1,200,360도 전방면,30,,051-605-6321,35.14711075,129.0554775,2021-10-08
부산광역시 부산진구청,가야대로747번길 64,부암1동 680-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.16084496,129.0524741,2021-10-08
부산광역시 부산진구청,경마장로11번길 24,부전1동 71-39,다목적,1,200,360도 전방면,30,,051-605-6321,35.16855591,129.0645247,2021-10-08
부산광역시 부산진구청,성지로74번길 143,초읍동 515-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.180764,129.059822,2021-10-08
부산광역시 부산진구청,엄광로 233,가야동 355-39,다목적,1,200,360도 전방면,30,,051-605-6321,35.15166,129.037551,2021-10-08
부산광역시 부산진구청,마철로 130-4,당감동 573-57,다목적,1,200,360도 전방면,30,,051-605-6321,35.157068,129.037682,2021-10-08
부산광역시 부산진구청,범천동 1302-59,범천동 1302-59,다목적,1,200,360도 전방면,30,,051-605-6321,35.172505,129.076532,2021-10-08
부산광역시 부산진구청,백양대로64번길 13-2,당감동 247-17,다목적,1,200,360도 전방면,30,,051-605-6321,35.1628373,129.042301,2021-10-08
부산광역시 부산진구청,가야대로454번길 32,개금동 177-209,다목적,1,200,360도 전방면,30,,051-605-6321,35.15223001,129.031081,2021-10-08
부산광역시 부산진구청,동평로181번길 32,부암1동 315-88,다목적,1,200,360도 전방면,30,,051-605-6321,35.16796991,129.047662,2021-10-08
부산광역시 부산진구청,새싹로207-21,초읍동 271-30,다목적,1,200,360도 전방면,30,,051-605-6321,35.174604,129.048127,2021-10-08
부산광역시 부산진구청,양정로46,양정1동 33-33,다목적,1,200,360도 전방면,30,,051-605-6321,35.170025,129.075196,2021-10-08
부산광역시 부산진구청,성지로104번길 41,초읍동 181-7,다목적,1,200,360도 전방면,30,,051-605-6321,35.14616881,129.0602111,2021-10-08
부산광역시 부산진구청,동평로181번길 32,부암1동 315-88,다목적,1,200,360도 전방면,30,,051-605-6321,35.157708,129.052052,2021-10-08
부산광역시 부산진구청,시민공원로19번길 80,부암동 39-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.16675728,129.0511565,2021-10-08
부산광역시 부산진구청,시민공원로73번길 4,부전1동 263-16,다목적,1,200,360도 전방면,30,,051-605-6321,35.16514978,129.0575206,2021-10-08
부산광역시 부산진구청,거제대로22번길 10,양정동 401-9,다목적,1,200,360도 전방면,30,,051-605-6321,35.16995383,129.0679446,2021-10-08
부산광역시 부산진구청,동평로405번길 27,양정동 312-15,다목적,1,200,360도 전방면,30,,051-605-6321,35.17478746,129.0698538,2021-10-08
부산광역시 부산진구청,진남로 524,양정동 74-159,다목적,1,200,360도 전방면,30,,051-605-6321,35.17126843,129.0793742,2021-10-08
부산광역시 부산진구청,범양로87-1,양정동 445-238,다목적,1,200,360도 전방면,30,,051-605-6321,35.17334762,129.0631884,2021-10-08
부산광역시 부산진구청,동성로30-1,전포동 342-6,다목적,1,200,360도 전방면,30,,051-605-6321,35.15316462,129.0685071,2021-10-08
부산광역시 부산진구청,황령대로78-1,전포동 366-42,다목적,1,200,360도 전방면,30,,051-605-6321,35.15437304,129.0674009,2021-10-08
부산광역시 부산진구청,신천대로162번길 46,부전2동 439-5,다목적,1,200,360도 전방면,30,,051-605-6321,35.15426935,129.0548545,2021-10-08
부산광역시 부산진구청,신천대로71번길 49,범천동 875-24,다목적,1,200,360도 전방면,30,,051-605-6321,35.14706466,129.0577673,2021-10-08
부산광역시 부산진구청,엄광로396,범천동 1187-79,다목적,1,200,360도 전방면,30,,051-605-6321,35.15122027,129.0473781,2021-10-08
부산광역시 부산진구청,대학로36번길 24,가야동 285-5,다목적,1,200,360도 전방면,30,,051-605-6321,35.15259782,129.0347242,2021-10-08
부산광역시 부산진구청,엄광로182번길 15,가야동 464-13,다목적,1,200,360도 전방면,30,,051-605-6321,35.14707997,129.0348852,2021-10-08
부산광역시 부산진구청,엄광로68-1,가야동 657-62,다목적,1,200,360도 전방면,30,,051-605-6321,35.15324324,129.0342838,2021-10-08
부산광역시 부산진구청,엄광로12번길 66,개금동 633-66,다목적,1,200,360도 전방면,30,,051-605-6321,35.14683132,129.0223977,2021-10-08
부산광역시 부산진구청,마철로100,당감동 138-5,다목적,1,200,360도 전방면,30,,051-605-6321,35.15757111,129.0407911,2021-10-08
부산광역시 부산진구청,마철로100,당감동 138-5,다목적,1,200,360도 전방면,30,,051-605-6321,35.15757111,129.0407911,2021-10-08
부산광역시 부산진구청,전포대로162번길 31-3,전포동 364-41,다목적,1,200,360도 전방면,30,,051-605-6321,35.15112345,129.0677181,2021-10-08
부산광역시 부산진구청,엄광로 124,가야동 488-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.14838843,129.028225,2021-10-08
부산광역시 부산진구청,엄광로62번길 30,개금동 566-62,다목적,1,200,360도 전방면,30,,051-605-6321,35.14538959,129.0172011,2021-10-08
부산광역시 부산진구청,동평로55번길 10-1,당감동 340-5,다목적,1,200,360도 전방면,30,,051-605-6321,35.16557798,129.0358114,2021-10-08
부산광역시 부산진구청,엄광로11,개금동 615-14,다목적,1,200,360도 전방면,30,,051-605-6321,35.14788289,129.0168369,2021-10-08
부산광역시 부산진구청,백양대로357번길 111,개금동 478-8,다목적,1,200,360도 전방면,30,,051-605-6321,35.15386767,129.0185077,2021-10-08
부산광역시 부산진구청,전포대로175번길 45,전포동 882-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.15157226,129.062748,2021-10-08
부산광역시 부산진구청,백양산로54번길 3,부암동 722-3,다목적,1,200,360도 전방면,30,,051-605-6321,35.17351383,129.0316148,2021-10-08
부산광역시 부산진구청,당감로64번길 41,부암동 406-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.16795068,129.0409012,2021-10-08
부산광역시 부산진구청,당감로34번길 17,당감동 269-3,다목적,1,200,360도 전방면,30,,051-605-6321,35.16480159,129.0401773,2021-10-08
부산광역시 부산진구청,초읍천로43번길 14,초읍동 53-18,다목적,1,200,360도 전방면,30,,051-605-6321,35.1764653,129.0462156,2021-10-08
부산광역시 부산진구청,성지로51번길 29,연지동 327-3,다목적,1,200,360도 전방면,30,,051-605-6321,35.17589381,129.0533573,2021-10-08
부산광역시 부산진구청,새싹로 107,부암동 80-4,다목적,1,200,360도 전방면,30,,051-605-6321,35.16528243,129.0531036,2021-10-08
부산광역시 부산진구청,동평로162번길 19,부암동 275-31,다목적,1,200,360도 전방면,30,,051-605-6321,35.16515317,129.0479645,2021-10-08
부산광역시 부산진구청,거제대로37-1,양정동 458-32,다목적,1,200,360도 전방면,30,,051-605-6321,35.17184397,129.0666009,2021-10-08
부산광역시 부산진구청,대학로12,가야동 375-3,다목적,1,200,360도 전방면,30,,051-605-6321,35.15415815,129.0373263,2021-10-08
부산광역시 부산진구청,양성로8-1,부전1동 9-142,다목적,1,200,360도 전방면,30,,051-605-6321,35.16742699,129.0654092,2021-10-08
부산광역시 부산진구청,백양대로320번길 40,개금동 446-14,다목적,1,200,360도 전방면,30,,051-605-6321,35.15785285,129.0131898,2021-10-08
부산광역시 부산진구청,백양관문로77번길 17,개금동 1-18,다목적,1,200,360도 전방면,30,,051-605-6321,35.16478831,129.0285225,2021-10-08
부산광역시 부산진구청,백양대로208번길 9,개금동 58,다목적,1,200,360도 전방면,30,,051-605-6321,35.15849773,129.0266106,2021-10-08
부산광역시 부산진구청,개금본동로 68,개금동 413-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.15747147,129.020506,2021-10-08
부산광역시 부산진구청,백양대로136번길 26,당감동 517,다목적,1,200,360도 전방면,30,,051-605-6321,35.16144314,129.0347558,2021-10-08
부산광역시 부산진구청,백양순환로28번길 31,당감동 698-9,다목적,1,200,360도 전방면,30,,051-605-6321,35.16781127,129.0344053,2021-10-08
부산광역시 부산진구청,중앙번영로25,범천동 851-6,다목적,1,200,360도 전방면,30,,051-605-6321,35.14528532,129.0619267,2021-10-08
부산광역시 부산진구청,백양산로99,부암동 719,다목적,1,200,360도 전방면,30,,051-605-6321,35.17647256,129.0307972,2021-10-08
부산광역시 부산진구청,양성로34,양정동 445-386,다목적,1,200,360도 전방면,30,,051-605-6321,35.17011102,129.0661268,2021-10-08
부산광역시 부산진구청,전포대로298번길 15,전포동 164-8,다목적,1,200,360도 전방면,30,,051-605-6321,35.16170354,129.0662126,2021-10-08
부산광역시 부산진구청,냉정로178번길 8,개금동 527-158,다목적,1,200,360도 전방면,30,,051-605-6321,35.14930414,129.0195887,2021-10-08
부산광역시 부산진구청,백양관문로25-29,개금동 53-5,다목적,1,200,360도 전방면,30,,051-605-6321,35.16083344,129.0294163,2021-10-08
부산광역시 부산진구청,화지로12,양정동 455-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.1761621,129.0638098,2021-10-08
부산광역시 부산진구청,당감서로120,당감동 768-30,다목적,1,200,360도 전방면,30,,051-605-6321,35.16925219,129.0336027,2021-10-08
부산광역시 부산진구청,백양대로208번길 38-9,개금동 57,다목적,1,200,360도 전방면,30,,051-605-6321,35.16140073,129.027183,2021-10-08
부산광역시 부산진구청,백양대로208번길 38-9,,다목적,0,200,360도 전방면,30,,051-605-6321,35.16140073,129.027183,2021-10-08
부산광역시 부산진구청,백양대로208번길 70,개금동 566-62,다목적,1,200,360도 전방면,30,,051-605-6321,35.16140073,129.027183,2021-10-08
부산광역시 부산진구청,당감1동 516-5,당감1동 516-5,다목적,1,200,360도 전방면,30,,051-605-6321,35.16127345,129.0315517,2021-10-08
부산광역시 부산진구청,초읍동 181-1,초읍동 181-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.18127904,129.0520878,2021-10-08
부산광역시 부산진구청,부암3동 721,부암3동 721,다목적,1,200,360도 전방면,30,,051-605-6321,35.17465081,129.0317397,2021-10-08
부산광역시 부산진구청,당감4동 796-1,당감4동 796-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.17279984,129.0301264,2021-10-08
부산광역시 부산진구청,당감4동 794-2,당감4동 794-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.17302839,129.0287492,2021-10-08
부산광역시 부산진구청,백양대로208번길 174,개금동 1-6,다목적,1,200,360도 전방면,30,,051-605-6321,35.16353105,129.0258927,2021-10-08
부산광역시 부산진구청,동성로 104,전포2동 189-97,다목적,1,200,360도 전방면,30,,051-605-6321,35.15951603,129.0687162,2021-10-08
부산광역시 부산진구청,안창로10번가길 11-3,범천동 산44-147,다목적,1,200,360도 전방면,30,,051-605-6321,35.14654068,129.0487004,2021-10-08
부산광역시 부산진구청,시민공원로74번길 22,범전동 247-8,다목적,1,200,360도 전방면,30,,051-605-6321,35.16551716,129.060506,2021-10-08
부산광역시 부산진구청,월드컵대로472번길 44,초읍동 346-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.18417159,129.0490124,2021-10-08
부산광역시 부산진구청,연제로9번길 47,양정동 138-32,다목적,1,200,360도 전방면,30,,051-605-6321,35.17527378,129.0759773,2021-10-08
부산광역시 부산진구청,서전로37번길 51,전포동 657-14,다목적,1,200,360도 전방면,30,,051-605-6321,35.16015596,129.0639568,2021-10-08
부산광역시 부산진구청,전포대로171번길 32,전포동 881-23,다목적,1,200,360도 전방면,30,,051-605-6321,35.151446,129.063885,2021-10-08
부산광역시 부산진구청,성지로51번길 11,연지동 296-6,다목적,1,200,360도 전방면,30,,051-605-6321,35.57221039,126.8414882,2021-10-08
부산광역시 부산진구청,복지로89,개금동 633-4,다목적,1,200,360도 전방면,30,,051-605-6321,35.14462117,129.0196178,2021-10-08
부산광역시 부산진구청,성지곡로55-1,초읍동 327,다목적,1,200,360도 전방면,30,,051-605-6321,35.1867074,129.0484834,2021-10-08
부산광역시 부산진구청,신천대로108,부전동 451-19,다목적,1,200,360도 전방면,30,,051-605-6321,35.15253841,129.0546836,2021-10-08
부산광역시 부산진구청,신암로85번길 22,범천동 1230-73,다목적,1,200,360도 전방면,30,,051-605-6321,35.14899295,129.0522553,2021-10-08
부산광역시 부산진구청,신천대로126번길 18-1,부전동 560-39,다목적,1,200,360도 전방면,30,,051-605-6321,35.154461,129.053001,2021-10-08
부산광역시 부산진구청,진남로356번길 29,전포동 327-13,다목적,1,200,360도 전방면,30,,051-605-6321,35.15437304,129.0674009,2021-10-08
부산광역시 부산진구청,동평로131번가길 21,부암3동 328-12,다목적,1,200,360도 전방면,30,,051-605-6321,35.16725122,129.0436888,2021-10-08
부산광역시 부산진구청,동평로27번길 18,당감동 618-15,다목적,1,200,360도 전방면,30,,051-605-6321,35.16525282,129.0313478,2021-10-08
부산광역시 부산진구청,개금본동로9번길 41,개금3동 237-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.15713737,129.0234605,2021-10-08
부산광역시 부산진구청,신암로5번길 20,범천동 1298-153,다목적,1,200,360도 전방면,30,,051-605-6321,35.14650109,129.0561424,2021-10-08
부산광역시 부산진구청,진남로491,양정동 366-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.16807457,129.070127,2021-10-08
부산광역시 부산진구청,개금온정로17번길 45,개금동 470-10,다목적,1,200,360도 전방면,30,,051-605-6321,35.15486409,129.022737,2021-10-08
부산광역시 부산진구청,거제천로40번길 31,양정동 250-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.17214294,129.0687244,2021-10-08
부산광역시 부산진구청,진남로299번길 56,전포동 330-290,다목적,1,200,360도 전방면,30,,051-605-6321,35.15005,129.071357,2021-10-08
부산광역시 부산진구청,성지로93번길 26,초읍동 252-11,다목적,1,200,360도 전방면,30,,051-605-6321,35.1780465,129.0518265,2021-10-08
부산광역시 부산진구청,봉수로43,전포동 480-19,다목적,1,200,360도 전방면,30,,051-605-6321,35.152399,129.07128,2021-10-08
부산광역시 부산진구청,연지로39번길 6,연지동 220-28,다목적,1,200,360도 전방면,30,,051-605-6321,35.17242065,129.0538933,2021-10-08
부산광역시 부산진구청,골드테마길47,범천동 847-8,다목적,1,200,360도 전방면,30,,051-605-6321,35.143743,129.06,2021-10-08
부산광역시 부산진구청,동평로171번가길 10,부암동 298-162,다목적,1,200,360도 전방면,30,,051-605-6321,35.16619977,129.0459715,2021-10-08
부산광역시 부산진구청,양연로 6,양정동 111-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.172341,129.078697,2021-10-08
부산광역시 부산진구청,부전로96번길 7,부전동 469-5,다목적,1,200,360도 전방면,30,,051-605-6321,35.15848793,129.0550001,2021-10-08
부산광역시 부산진구청,부전로152번길 55,부전1동 264-10,다목적,1,200,360도 전방면,30,,051-605-6321,35.159447,129.058438,2021-10-08
부산광역시 부산진구청,서면문화로53번길 49,부전1동 414-16,다목적,1,200,360도 전방면,30,,051-605-6321,35.160297,129.053288,2021-10-08
부산광역시 부산진구청,가야대로747번길 38,부전1동 420-26,다목적,1,200,360도 전방면,30,,051-605-6321,35.159632,129.052923,2021-10-08
부산광역시 부산진구청,새싹로52번길 12-2,부전1동 393-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.16228,129.056288,2021-10-08
부산광역시 부산진구청,신천대로78번길 57,부전동 576-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.153174,129.05559,2021-10-08
부산광역시 부산진구청,부전2동 444-33,부전2동 444-33,다목적,1,200,360도 전방면,30,,051-605-6321,35.155983,129.052043,2021-10-08
부산광역시 부산진구청,경마장로5번길 61,부전1동 73-293,다목적,1,200,360도 전방면,30,,051-605-6321,35.17061,129.063716,2021-10-08
부산광역시 부산진구청,새싹로58번길 17,부전1동 395-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.162897,129.056237,2021-10-08
부산광역시 부산진구청,성지로46번길 29,연지동 산26-28,다목적,1,200,360도 전방면,30,,051-605-6321,35.174528,129.055794,2021-10-08
부산광역시 부산진구청,성지로14번길 78,연지동 39-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.172789,129.059467,2021-10-08
부산광역시 부산진구청,동평로265번길 14,연지동 45-19,다목적,1,200,360도 전방면,30,,051-605-6321,35.171541,129.056082,2021-10-08
부산광역시 부산진구청,초읍동 529-104,초읍동 529-104,다목적,1,200,360도 전방면,30,,051-605-6321,35.179785,129.057785,2021-10-08
부산광역시 부산진구청,초읍동 529-118,초읍동 529-118,다목적,1,200,360도 전방면,30,,051-605-6321,35.18001,129.055582,2021-10-08
부산광역시 부산진구청,성지로104번길 27,초읍동 182-9,다목적,1,200,360도 전방면,30,,051-605-6321,35.18047,129.053097,2021-10-08
부산광역시 부산진구청,진남로 533-1,양정동 342-35,다목적,1,200,360도 전방면,30,,051-605-6321,35.171336,129.072771,2021-10-08
부산광역시 부산진구청,진남로 583-1,양정동 11-7,다목적,1,200,360도 전방면,30,,051-605-6321,35.173216,129.077798,2021-10-08
부산광역시 부산진구청,진남로340,전포1동 325-64,다목적,1,200,360도 전방면,30,,051-605-6321,35.155111,129.071789,2021-10-08
부산광역시 부산진구청,서전로37번길 25-9,전포2동 661-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.158989,129.063002,2021-10-08
부산광역시 부산진구청,전포동 441-11,전포동 441-11,다목적,1,200,360도 전방면,30,,051-605-6321,35.153614,129.071164,2021-10-08
부산광역시 부산진구청,진남로283번길 33,전포3동 산65-3,다목적,1,200,360도 전방면,30,,051-605-6321,35.149463,129.071968,2021-10-08
부산광역시 부산진구청,시민공원로19번길 53,부암1동 637-27,다목적,1,200,360도 전방면,30,,051-605-6321,35.166487,129.051131,2021-10-08
부산광역시 부산진구청,부암1동 278-66,부암1동 278-66,다목적,1,200,360도 전방면,30,,051-605-6321,35.163822,129.049759,2021-10-08
부산광역시 부산진구청,개금본동로17번길 58,개금동 394-18,다목적,1,200,360도 전방면,30,,051-605-6321,35.170729,129.035835,2021-10-08
부산광역시 부산진구청,당감로21,당감1동 252-96,다목적,1,200,360도 전방면,30,,051-605-6321,35.163568,129.039577,2021-10-08
부산광역시 부산진구청,당감서로 58,당감동 333,다목적,1,200,360도 전방면,30,,051-605-6321,35.163732,129.039066,2021-10-08
부산광역시 부산진구청,동평로39번길 102,당감1동 633-15,다목적,1,200,360도 전방면,30,,051-605-6321,35.167385,129.029495,2021-10-08
부산광역시 부산진구청,가야대로691번길 64,당감2동 818-44,다목적,1,200,360도 전방면,30,,051-605-6321,35.157743,129.044456,2021-10-08
부산광역시 부산진구청,당감4동 796-3,당감4동 796-3,다목적,1,200,360도 전방면,30,,051-605-6321,35.17192,129.029001,2021-10-08
부산광역시 부산진구청,당감4동 794-1,당감4동 794-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.172164,129.02533,2021-10-08
부산광역시 부산진구청,가야대로679번길 23,가야1동 1-72,다목적,1,200,360도 전방면,30,,051-605-6321,35.157116,129.04496,2021-10-08
부산광역시 부산진구청,가야대로664번길 664,가야1동 4-6,다목적,1,200,360도 전방면,30,,051-605-6321,35.155809,129.044598,2021-10-08
부산광역시 부산진구청,엄광로275,가야1동 384-83,다목적,1,200,360도 전방면,30,,051-605-6321,35.154651,129.039881,2021-10-08
부산광역시 부산진구청,엄광로147번길 22,가야1동 563-8,다목적,1,200,360도 전방면,30,,051-605-6321,35.148438,129.031784,2021-10-08
부산광역시 부산진구청,복지로47번길 67,가야2동 659-8,다목적,1,200,360도 전방면,30,,051-605-6321,35.149317,129.024575,2021-10-08
부산광역시 부산진구청,가야공원로38번길 88,가야2동 657-4,다목적,1,200,360도 전방면,30,,051-605-6321,35.150166,129.024996,2021-10-08
부산광역시 부산진구청,진사로61번길 29,개금2동 631-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.146693,129.018558,2021-10-08
부산광역시 부산진구청,복지로116,개금2동 633-13,다목적,1,200,360도 전방면,30,,051-605-6321,35.142774,129.01882,2021-10-08
부산광역시 부산진구청,개금본동로46-15,개금3동 574-26,다목적,1,200,360도 전방면,30,,051-605-6321,35.158089,129.020171,2021-10-08
부산광역시 부산진구청,범일로181,범천1동 877-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.145936,129.058676,2021-10-08
부산광역시 부산진구청,범천로28-2,범천2동 996-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.149319,129.055797,2021-10-08
부산광역시 부산진구청,엄광로416,범천4동 1193-8,다목적,1,200,360도 전방면,30,,051-605-6321,35.150197,129.049666,2021-10-08
부산광역시 부산진구청,신천대로162번길 85,부전동 463-3,다목적,1,200,360도 전방면,30,,051-605-6321,35.154339,129.054267,2021-10-08
부산광역시 부산진구청,시민공원로74번길 54,부전1동 229-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.163673,129.056356,2021-10-08
부산광역시 부산진구청,범전로32번길 66,부전1동 27-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.166574,129.064339,2021-10-08
부산광역시 부산진구청,연지로 23,연지동 191-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.17136,129.052068,2021-10-08
부산광역시 부산진구청,연지로 35,연지동 232-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.171859,129.053357,2021-10-08
부산광역시 부산진구청,초읍천로55번길 15,초읍동 126-23,다목적,1,200,360도 전방면,30,,051-605-6321,35.17728,129.046155,2021-10-08
부산광역시 부산진구청,성지로94번길 9,초읍동 210-19,다목적,1,200,360도 전방면,30,,051-605-6321,35.179013,129.053628,2021-10-08
부산광역시 부산진구청,초읍천로77번길 45,초읍동 134-37,다목적,1,200,360도 전방면,30,,051-605-6321,35.178759,129.044695,2021-10-08
부산광역시 부산진구청,초읍천로77번가길 5,초읍동 138-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.179529,129.045178,2021-10-08
부산광역시 부산진구청,범양로115,양정동 447-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.173391,129.065686,2021-10-08
부산광역시 부산진구청,범전로32번길 35,범전동 44-71,다목적,1,200,360도 전방면,30,,051-605-6321,35.171658,129.080717,2021-10-08
부산광역시 부산진구청,동평로405번길 63,양정동 276-3,다목적,1,200,360도 전방면,30,,051-605-6321,35.176113,129.0712,2021-10-08
부산광역시 부산진구청,연수로54번길 15,양정동 91-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.174519,129.077472,2021-10-08
부산광역시 부산진구청,전포대로200번길 27,전포동 339-17,다목적,1,200,360도 전방면,30,,051-605-6321,35.154497,129.067212,2021-10-08
부산광역시 부산진구청,진남로304번가길 6,전포1동 330-1075,다목적,1,200,360도 전방면,30,,051-605-6321,35.152789,129.073066,2021-10-08
부산광역시 부산진구청,동성로112번길 88,전포동 28-41,다목적,1,200,360도 전방면,30,,051-605-6321,35.163778,129.067634,2021-10-08
부산광역시 부산진구청,서전로68번길 134,전포동 360-3,다목적,1,200,360도 전방면,30,,051-605-6321,35.151795,129.067291,2021-10-08
부산광역시 부산진구청,진남로306,전포1동 330-1036,다목적,1,200,360도 전방면,30,,051-605-6321,35.152415,129.072771,2021-10-08
부산광역시 부산진구청,동평로183번길 33,부암동 315-3,다목적,1,200,360도 전방면,30,,051-605-6321,35.16839,129.049166,2021-10-08
부산광역시 부산진구청,범양로126번길 10,양정동 503-16,다목적,1,200,360도 전방면,30,,051-605-6321,35.174254,129.066499,2021-10-08
부산광역시 부산진구청,부암3동 726,부암3동 726,다목적,1,200,360도 전방면,30,,051-605-6321,35.176188,129.029936,2021-10-08
부산광역시 부산진구청,당감서로100번길 98-1,당감동 785-37,다목적,1,200,360도 전방면,30,,051-605-6321,35.171619,129.032386,2021-10-08
부산광역시 부산진구청,당감서로100번길 18,당감동 771-14,다목적,1,200,360도 전방면,30,,051-605-6321,35.169067,129.034967,2021-10-08
부산광역시 부산진구청,당감서로71번길 20,당감동 751-7,다목적,1,200,360도 전방면,30,,051-605-6321,35.16753,129.036242,2021-10-08
부산광역시 부산진구청,당감서로100번길 58,당감동 778-15,다목적,1,200,360도 전방면,30,,051-605-6321,35.17022,129.033845,2021-10-08
